,away_team.statistics.fumbles.team.lost,away_team.statistics.kickoffs.team.ret,away_team.statistics.fourth_down_efficiency.team.att,away_team.statistics.passing.team.rating,home_team.statistics.kickoffs.team.kicks,home_team.statistics.fourth_down_efficiency.team.att,home_team.statistics.passing.team.rating
1845,1,4,0,143.4,5,1,112.3
1846,0,1,1,56.5,7,1,115.4
1847,1,1,0,120.7,6,1,118.5
1848,0,3,0,76.7,7,2,116.0
1849,1,6,0,102.2,3,1,53.7
1850,0,3,1,118.8,2,0,36.7
1859,3,3,0,101.0,6,0,84.7
1857,1,5,2,113.1,8,0,137.0
1858,1,0,1,58.6,7,2,57.2
1856,1,1,0,72.0,8,1,147.5
1852,0,2,0,61.8,4,1,58.1
1854,0,3,0,140.0,6,1,76.4
1853,1,7,0,113.5,8,0,104.9
1851,2,0,1,46.4,9,0,116.3
1855,0,1,1,65.7,6,0,120.7
1860,1,3,0,72.0,7,1,105.8
1861,0,4,1,102.7,7,0,112.6
1862,1,8,2,85.3,4,2,95.0
1863,0,2,0,77.7,4,0,35.7
1864,0,6,2,138.0,5,3,96.4
1873,0,4,2,88.7,4,2,63.0
1872,0,1,0,114.0,3,2,69.7
1870,0,4,0,133.3,1,3,59.0
1871,0,4,0,75.7,2,3,57.6
1868,1,2,1,67.3,7,2,133.3
1867,0,2,1,106.8,4,1,98.9
1866,1,7,0,87.4,7,0,117.7
1865,0,4,0,118.5,4,1,119.6
1869,2,5,1,59.8,5,0,29.3
1874,1,2,3,74.8,5,0,56.9
1875,1,2,2,86.8,5,0,88.1
1876,0,3,1,54.4,5,1,140.2
1877,2,4,1,99.3,3,1,76.3
1878,1,2,0,90.8,3,1,73.9
1879,0,6,3,116.9,9,1,123.3
1880,0,4,0,65.8,3,1,58.6
1889,2,4,0,60.7,6,0,91.4
1888,1,2,1,64.7,6,0,111.9
1887,0,5,2,53.6,1,1,27.3
1886,1,2,3,54.9,4,0,76.5
1884,1,3,1,99.5,5,2,118.5
1883,0,1,3,64.5,5,0,99.4
1882,0,4,0,109.2,5,0,102.3
1881,0,2,0,34.3,6,0,54.2
1885,0,3,5,73.5,8,0,93.4
1890,0,2,0,114.4,3,0,62.2
1891,0,5,1,88.2,4,1,71.1
1892,0,0,2,84.9,4,0,87.4
1893,0,1,4,81.3,4,0,69.4
1894,1,4,0,129.1,6,0,60.4
1895,1,6,0,137.8,3,2,55.8
1896,0,1,1,102.9,4,0,76.8
1897,1,4,0,99.9,6,0,81.8
1898,0,7,3,82.0,6,1,87.8
1906,0,3,0,70.7,4,0,74.8
1905,1,3,2,53.7,3,3,77.0
1904,0,3,0,114.1,6,0,118.8
1899,1,3,2,88.8,5,0,112.1
1902,1,1,1,108.1,1,1,48.1
1901,0,0,2,41.7,8,0,59.3
1900,0,3,0,76.1,5,0,83.9
1903,0,3,0,106.5,3,2,72.4
1907,0,5,0,148.8,5,0,110.2
1908,0,1,0,87.9,7,0,89.6
1909,1,0,1,69.8,7,0,158.0
1910,0,3,0,121.7,3,1,46.2
1911,0,3,0,61.8,8,1,93.1
1194,0,1,2,95.4,5,0,143.8
1197,1,1,1,93.5,3,1,68.8
1198,0,0,0,118.6,5,1,83.1
1199,1,1,2,63.6,6,0,123.8
1200,0,1,1,71.3,3,2,54.5
1201,4,1,2,76.4,6,1,95.7
1196,0,3,2,90.1,7,0,115.8
1195,0,3,1,140.5,6,3,67.5
1202,0,1,0,83.5,7,0,103.6
1203,0,1,1,83.2,6,0,122.8
1204,1,3,0,158.3,3,4,64.0
1205,0,3,1,115.9,3,3,85.7
1206,0,0,1,38.2,6,0,59.9
1207,0,5,0,70.3,6,0,103.3
1208,0,3,1,77.1,7,0,90.1
1209,0,0,2,79.0,5,0,83.0
1210,0,1,1,86.9,5,0,53.9
1215,0,2,0,96.6,5,1,105.4
1220,2,3,0,113.1,5,0,126.1
1219,2,2,2,79.6,6,1,120.6
1218,0,1,1,76.3,5,0,110.3
1217,3,1,2,96.3,5,1,133.9
1216,2,1,0,114.6,4,1,80.5
1212,0,1,4,57.0,5,0,71.3
1214,1,0,5,106.7,7,0,155.8
1213,2,2,2,105.6,6,1,93.3
1211,1,3,1,115.5,5,1,75.1
1221,1,0,2,102.5,8,0,100.9
1222,0,2,1,108.0,5,0,102.2
1223,2,1,0,106.0,3,1,65.6
1224,1,1,0,91.8,7,0,116.9
1225,0,4,0,93.3,2,0,52.8
1226,1,2,3,69.8,7,1,119.1
1236,0,0,1,83.1,10,0,118.1
1235,0,1,0,109.1,5,1,87.8
1234,0,2,0,69.3,5,0,75.6
1233,1,4,0,73.2,4,0,62.6
1232,0,0,1,82.6,7,1,84.2
1227,0,2,0,84.7,3,2,70.6
1230,1,2,1,94.7,6,0,50.9
1229,1,1,2,122.3,5,3,92.4
1228,1,1,0,115.9,5,1,83.8
1231,1,1,1,89.7,6,1,119.7
1237,0,1,0,16.7,7,1,102.5
1238,0,4,0,136.7,3,4,59.7
1239,0,1,0,61.6,6,2,101.4
1240,1,0,1,101.7,3,1,74.5
1241,0,2,2,80.2,7,1,138.5
1242,1,1,4,73.9,4,2,95.7
1243,0,6,0,76.5,3,4,53.0
1244,0,4,0,91.6,3,3,82.8
1245,3,1,2,76.8,7,1,112.6
1246,0,3,0,80.2,5,0,87.4
1247,1,1,0,84.9,6,1,89.4
1248,2,1,1,122.6,6,0,91.8
1249,1,3,0,97.5,5,2,57.0
1250,1,3,0,95.2,6,0,127.1
1251,1,5,0,119.1,6,0,118.1
1252,0,1,2,99.0,2,1,55.4
1254,0,1,0,126.9,7,2,84.7
1253,1,2,2,92.4,6,1,68.9
1255,0,1,1,105.6,5,1,119.4
1256,1,3,0,83.4,4,0,125.0
1257,0,0,1,107.4,4,1,97.8
1265,3,1,1,90.7,9,2,88.5
1258,0,0,1,69.7,6,3,55.1
1259,1,0,1,125.4,8,0,122.5
1260,0,6,0,111.3,6,0,81.8
1261,1,2,1,88.4,4,0,82.8
1262,0,0,1,27.2,5,1,82.8
1263,0,4,0,91.4,5,0,95.9
1264,1,3,0,97.7,4,0,68.1
1266,0,3,0,136.8,4,1,59.2
1267,0,2,0,62.3,3,2,82.1
1268,0,1,1,130.9,3,2,66.9
1269,0,2,0,107.1,7,0,110.2
1270,0,1,0,73.1,5,0,99.7
1271,3,0,4,102.0,6,1,108.1
1278,0,3,0,97.8,3,2,71.4
1277,0,3,0,88.8,7,1,117.7
1276,0,3,2,119.3,4,2,70.6
1275,1,2,2,92.4,5,1,65.1
1279,1,4,1,83.7,7,0,117.5
1273,0,4,0,118.6,4,2,81.7
1272,0,4,1,53.3,6,1,63.3
1274,0,3,2,56.6,7,0,113.1
1280,0,2,1,65.6,6,0,96.7
1281,0,0,1,77.8,7,0,128.2
1282,1,3,3,99.7,6,0,107.7
1283,0,1,1,104.8,5,3,98.1
1284,1,2,1,62.3,6,0,61.3
1285,0,4,1,84.5,2,0,68.8
1286,2,2,1,75.3,6,1,74.2
1292,0,4,1,79.9,4,0,81.0
1294,1,2,0,128.1,6,0,124.7
1293,1,3,2,60.8,6,0,99.9
1291,1,4,1,118.3,4,2,126.4
1290,0,2,1,76.3,8,0,158.3
1289,1,3,0,97.7,7,1,94.3
1288,0,1,2,64.7,2,1,62.4
1287,4,2,1,100.1,5,0,86.0
1295,0,4,0,137.7,5,0,83.7
1296,1,3,1,62.3,6,0,76.7
1297,0,2,2,58.7,6,0,59.2
1298,1,0,1,80.4,6,0,122.1
1299,0,1,2,64.6,7,1,133.2
1300,0,2,2,64.3,8,0,107.6
1306,1,2,2,138.2,8,1,131.7
1305,0,2,0,64.7,3,0,57.8
1304,0,1,0,126.1,7,1,103.3
1308,3,2,0,117.7,4,1,83.6
1302,0,2,1,59.2,5,0,101.9
1301,0,3,0,72.5,5,1,94.4
1307,2,1,1,70.8,5,1,103.9
1303,0,2,1,85.0,6,3,109.0
1309,0,4,3,89.9,7,0,130.9
1310,0,0,0,81.3,5,2,59.3
1311,0,1,0,69.7,6,0,96.9
1312,1,2,1,50.9,7,2,76.8
1313,0,1,2,71.3,6,1,139.8
1314,1,3,0,101.2,6,0,146.5
1315,3,4,0,96.9,8,2,88.2
1316,2,4,0,87.6,5,1,106.5
1317,1,2,1,68.4,6,1,96.0
1318,1,3,0,135.7,6,0,118.2
1319,0,4,1,68.8,5,0,57.5
1320,1,2,3,96.6,8,0,104.4
1321,0,4,1,74.3,6,0,74.7
1322,0,3,0,93.1,4,2,73.4
1323,0,2,0,78.6,6,0,98.4
1324,0,1,2,103.4,7,2,105.0
1325,1,1,0,100.5,5,1,89.4
1326,0,3,1,91.3,4,3,57.6
1334,0,2,0,94.3,4,2,91.7
1333,0,1,0,65.8,4,1,98.0
1332,0,0,0,69.0,3,0,55.9
1331,0,2,2,83.8,9,0,158.3
1328,0,5,0,116.2,3,0,72.4
1329,0,3,1,87.8,4,0,83.6
1327,2,1,1,151.0,4,2,51.6
1330,2,0,3,95.8,7,1,119.4
1335,0,6,0,96.8,3,0,83.7
1336,0,0,1,86.0,3,3,23.2
1337,1,3,1,92.8,7,0,96.9
1338,2,5,0,98.1,8,1,67.2
1339,0,3,1,66.7,3,1,61.0
1340,1,0,0,82.0,6,0,88.4
1346,0,2,1,127.1,5,1,70.4
1348,0,0,2,52.9,5,0,100.9
1347,0,3,2,83.5,3,1,90.3
1345,0,3,0,73.6,5,0,88.0
1344,1,5,1,131.6,4,0,67.2
1343,4,2,0,75.2,3,1,70.2
1342,1,1,0,84.5,4,1,67.3
1341,4,2,1,89.2,9,1,123.3
1349,0,2,1,108.8,2,1,65.7
1350,0,5,0,86.9,3,2,98.1
1351,0,0,0,98.2,6,0,138.5
1352,1,3,1,99.8,7,0,111.2
1353,1,2,1,75.3,5,0,72.3
1354,1,1,0,116.1,8,0,137.8
1355,0,0,0,79.7,4,1,49.9
1356,0,3,0,90.8,3,2,62.4
1365,0,0,1,118.4,7,3,86.2
1364,2,4,1,106.4,7,0,112.5
1363,0,3,2,59.4,5,2,114.4
1362,0,1,0,72.6,3,1,76.0
1361,0,0,3,55.5,6,1,120.5
1359,0,2,1,61.6,5,0,107.6
1358,1,1,2,84.8,7,1,118.9
1357,2,1,1,117.2,4,1,69.4
1360,0,4,1,74.4,7,0,100.8
1366,0,4,1,80.3,3,2,94.4
1367,0,5,1,66.3,7,0,147.9
1368,1,2,1,99.3,6,1,72.5
1369,0,2,2,74.6,6,2,89.7
1370,0,2,1,96.2,6,1,102.1
1376,0,3,0,80.7,5,0,89.6
1379,0,5,3,138.3,1,2,71.2
1378,0,2,1,77.1,3,0,78.0
1377,1,4,1,107.9,6,2,80.1
1375,1,6,1,141.1,2,1,55.4
1372,0,2,0,84.9,6,0,64.2
1373,0,4,1,94.4,6,0,127.2
1374,1,4,1,134.5,7,0,118.2
1371,0,5,1,110.0,2,2,43.3
1380,0,1,0,76.8,2,2,57.1
1381,2,4,0,123.7,4,2,68.3
1382,1,5,0,99.3,5,2,74.3
1383,2,1,2,122.1,6,1,91.6
1384,1,1,3,63.4,9,0,126.4
1385,3,5,0,80.1,4,0,101.4
1386,3,1,0,108.0,6,1,117.6
1397,0,1,3,64.4,3,0,87.4
1396,2,0,4,56.5,7,1,144.2
1395,0,3,0,85.6,5,0,80.8
1394,0,0,3,96.4,5,0,92.1
1393,1,0,2,56.3,9,1,114.6
1392,0,0,3,78.6,7,1,108.9
1388,0,2,0,104.2,4,0,117.0
1390,1,0,0,140.3,2,1,68.1
1389,0,1,0,113.1,4,1,83.1
1387,1,3,0,74.8,6,0,77.4
1391,0,0,1,84.1,4,0,59.7
1398,0,0,0,79.0,6,3,84.4
1399,0,2,2,41.5,5,1,99.5
1400,1,1,0,116.8,3,2,71.4
1401,1,4,0,151.5,5,2,85.0
1402,1,4,1,85.7,6,0,158.0
1403,0,5,1,87.4,5,1,42.7
1404,1,3,2,75.4,3,0,67.2
1405,0,6,0,108.5,2,3,72.5
1406,1,1,0,116.9,6,2,96.7
1407,1,1,1,87.1,8,0,107.7
1408,1,1,1,93.4,7,0,154.4
1409,0,3,0,81.4,4,1,82.9
1410,0,3,3,112.4,6,0,153.7
1412,0,4,0,69.9,6,0,128.3
1411,1,4,0,68.8,5,4,63.8
1415,1,2,2,83.1,7,0,94.5
1413,1,3,1,115.6,3,2,58.3
1414,1,0,3,77.6,6,0,102.9
1416,0,5,0,97.3,4,2,91.6
1417,1,2,0,148.6,6,2,103.1
1418,1,6,1,85.2,5,0,72.7
1419,0,2,0,120.3,5,3,91.4
1428,1,2,2,106.3,7,1,118.6
1427,0,4,4,40.6,4,1,93.9
1423,0,1,3,89.6,5,0,109.4
1426,0,1,0,100.2,4,0,96.2
1421,1,3,2,63.4,5,0,95.0
1420,1,1,1,69.0,5,0,119.6
1425,1,2,0,48.6,4,1,80.6
1422,1,1,0,112.2,2,1,63.7
1424,0,0,0,76.4,5,1,84.2
1429,0,1,0,124.5,7,1,135.4
1430,3,1,3,67.5,7,0,107.6
1431,0,4,0,86.0,4,1,88.4
1432,0,3,2,71.0,11,0,93.4
1433,1,3,0,87.8,5,0,100.3
956,0,0,0,69.5,4,1,69.1
958,0,2,1,95.1,6,4,85.4
965,0,3,2,76.2,6,0,89.1
964,0,0,0,97.3,6,2,97.8
963,0,5,0,98.5,7,1,131.3
957,0,2,2,79.9,4,1,100.3
961,0,5,0,77.3,4,0,86.5
959,0,3,0,125.1,6,2,112.6
962,0,3,0,114.0,6,0,77.0
960,0,2,2,55.0,6,1,101.0
966,0,0,1,74.8,3,3,77.5
967,0,2,0,128.6,7,0,119.5
968,0,1,0,110.3,6,0,69.4
969,2,4,0,106.1,4,0,104.7
970,0,1,2,112.4,5,2,72.7
971,0,0,2,34.2,5,2,84.2
972,1,5,0,116.5,6,2,113.2
980,0,1,0,89.5,4,1,104.1
979,1,2,1,103.7,6,1,84.0
978,1,6,1,64.9,10,0,111.8
976,3,2,0,68.1,6,1,68.8
974,2,1,1,84.3,5,1,78.5
973,0,2,1,72.6,4,1,80.4
977,0,2,1,102.8,4,0,72.9
975,2,1,1,93.5,6,0,126.4
981,1,0,1,39.2,8,0,114.2
982,1,0,0,84.7,4,0,85.3
983,1,0,2,77.8,7,0,135.0
984,0,2,0,131.5,5,2,115.0
985,1,0,1,64.3,8,0,78.6
986,2,2,1,70.7,4,2,121.2
987,0,5,3,86.6,3,1,81.8
988,2,1,3,60.6,6,0,72.9
989,0,2,0,93.0,4,2,49.0
996,1,2,0,132.1,4,1,72.8
995,0,1,1,112.3,7,0,129.3
994,1,4,1,64.0,4,0,60.6
990,1,3,1,36.0,8,0,51.9
992,1,1,1,109.4,6,0,82.1
991,0,0,0,79.3,3,1,46.8
993,1,1,0,85.3,5,0,93.9
997,1,0,0,87.0,6,2,93.0
998,0,2,1,51.9,8,0,107.3
999,1,1,2,62.4,7,0,125.9
1000,3,2,0,92.5,6,1,91.2
1001,2,2,2,18.2,5,1,105.2
1002,2,1,1,93.7,6,1,123.6
1003,0,0,2,113.2,5,2,97.5
1004,1,1,1,80.2,7,1,111.8
1005,0,4,2,84.8,6,1,96.4
1007,1,4,0,123.4,6,2,83.7
1008,0,2,0,94.6,1,3,86.2
1009,0,1,1,54.1,6,1,82.5
1010,0,1,0,133.5,4,1,53.0
1011,0,2,1,88.6,9,0,142.0
1012,2,1,1,81.6,6,0,116.5
1006,0,1,0,56.8,4,1,120.1
1013,0,2,0,106.7,2,1,40.1
1016,1,2,1,111.3,4,0,59.3
1014,0,2,0,114.7,4,1,91.9
1015,0,2,1,74.7,7,1,93.3
1017,1,0,3,81.0,7,0,152.5
1018,1,1,2,63.3,5,0,101.9
1019,0,2,0,77.1,5,1,56.1
1021,0,4,1,124.6,4,1,86.5
1022,0,1,1,93.6,6,1,124.4
1023,0,2,1,117.5,4,0,62.3
1024,1,2,0,102.8,5,2,135.0
1025,1,1,2,85.4,3,3,81.0
1026,0,3,1,56.1,6,0,123.1
1020,1,3,1,120.0,8,1,113.4
1027,1,3,3,98.4,5,4,81.0
1028,0,4,0,97.0,6,2,68.1
1029,2,0,1,122.1,7,1,93.4
1030,0,2,1,104.6,5,0,117.9
1031,1,2,0,78.2,5,0,65.0
1032,0,1,0,93.6,3,1,67.3
1033,2,2,1,77.9,6,1,90.9
1035,1,0,2,77.8,8,0,103.8
1036,0,0,2,105.0,5,0,132.6
1037,0,0,2,73.9,6,3,100.2
1038,0,2,2,103.4,7,1,140.0
1039,0,0,1,55.5,7,0,97.4
1040,0,2,1,126.7,6,2,139.8
1041,0,3,0,77.7,6,0,85.8
1042,1,2,1,83.8,8,1,118.2
1034,1,0,0,84.3,5,1,78.8
1043,0,4,0,107.2,2,2,81.1
1044,1,2,1,117.4,5,1,90.8
1045,1,5,2,102.8,6,0,88.8
1046,0,1,1,87.0,6,0,90.7
1047,0,0,2,47.7,5,0,95.5
1048,0,2,0,22.9,6,2,102.2
1049,1,3,0,78.2,3,1,50.1
1050,0,1,0,49.9,5,0,128.3
1051,3,1,3,71.6,5,1,52.4
1052,0,1,0,123.1,6,0,95.8
1053,0,3,0,88.5,6,0,99.4
1054,0,4,1,85.4,5,0,58.9
1055,2,0,0,106.9,5,0,103.5
1056,1,1,0,110.3,6,0,126.0
1057,1,2,1,54.0,5,1,122.3
1058,1,1,1,84.6,7,1,87.0
1059,0,1,1,117.2,4,1,56.4
1060,2,3,0,124.2,5,2,76.6
1061,2,1,2,60.1,6,0,88.3
1062,1,1,1,97.5,7,0,146.4
1068,0,2,1,78.0,7,0,107.4
1069,0,1,1,89.5,5,1,83.4
1067,0,2,1,79.0,5,0,71.1
1063,1,2,1,111.1,7,2,78.0
1065,1,2,1,117.4,6,0,88.0
1064,0,3,0,137.0,5,4,66.5
1066,0,0,0,112.9,3,2,79.5
1070,0,0,2,48.8,6,1,65.2
1071,0,1,1,125.5,7,1,129.5
1072,1,1,0,89.4,6,2,77.8
1073,0,1,2,88.6,5,0,100.5
1074,1,0,0,144.7,5,2,116.3
1080,3,2,2,78.5,6,1,86.3
1079,0,3,0,67.2,6,1,83.8
1076,0,1,2,67.3,5,0,84.1
1077,0,2,4,64.5,5,1,96.6
1078,0,3,0,87.6,5,2,103.4
1075,0,3,2,140.3,3,1,104.4
1082,0,1,0,93.9,3,3,76.0
1081,0,3,0,122.1,6,2,102.3
1083,0,3,0,74.0,6,0,94.8
1084,1,0,1,88.6,9,0,117.6
1085,1,2,1,81.3,7,0,80.6
1086,0,3,1,88.5,6,0,137.0
1087,1,2,0,51.8,5,0,97.2
1095,0,2,1,85.3,5,1,84.1
1094,0,2,0,76.9,4,0,111.7
1092,1,1,4,76.3,9,1,150.5
1093,0,3,0,72.2,2,0,70.2
1090,2,2,0,55.1,7,0,107.1
1089,0,2,1,104.9,7,0,110.9
1088,0,2,1,65.5,4,1,78.9
1091,0,5,1,78.7,6,1,86.7
1096,1,1,0,130.6,5,0,61.4
1097,1,3,1,89.6,4,0,74.9
1098,1,2,0,121.7,7,0,125.4
1099,0,2,0,124.6,5,1,90.1
1100,0,3,0,74.5,4,2,81.6
1101,1,3,2,99.3,6,0,71.8
1107,1,0,0,73.8,6,0,97.8
1109,0,2,3,106.3,5,1,94.6
1106,1,5,0,97.3,4,0,99.0
1108,0,0,0,98.4,6,0,127.2
1104,0,3,0,81.5,5,2,95.5
1103,0,3,1,70.9,3,0,57.0
1102,0,2,1,74.7,3,5,67.7
1105,0,1,1,63.3,6,1,98.7
1110,0,2,0,89.3,3,1,65.8
1111,0,1,1,114.6,4,0,97.4
1112,0,1,3,61.2,6,0,109.8
1113,1,2,2,100.6,8,1,145.8
1114,1,0,2,81.5,6,2,117.0
1115,0,2,1,80.6,4,2,82.5
1116,0,1,2,120.7,6,0,108.9
1117,0,2,0,141.1,2,4,67.4
1125,0,1,2,80.7,7,1,106.1
1124,0,1,1,89.6,5,1,114.6
1123,0,2,0,126.4,4,3,72.8
1120,1,5,2,94.1,6,0,130.6
1121,0,0,0,116.2,4,2,45.6
1119,1,1,1,100.3,8,2,146.8
1118,2,3,1,78.7,5,2,84.7
1122,1,2,0,115.4,3,2,87.5
1126,1,2,1,38.8,4,0,106.3
1127,1,2,1,86.3,7,0,97.7
1128,0,3,1,89.3,4,0,115.2
1129,0,0,1,79.7,7,1,125.6
1130,0,3,1,116.7,4,1,75.5
1131,2,4,0,108.3,5,0,90.1
1139,0,1,5,58.2,8,0,130.0
1137,0,1,0,61.8,3,2,37.9
1138,1,2,2,97.6,4,2,108.9
1136,0,2,0,111.3,3,0,63.3
1134,0,1,0,63.1,6,2,114.3
1133,1,1,2,125.0,6,1,90.0
1132,0,3,0,42.4,5,0,97.5
1135,0,2,1,43.9,7,2,93.5
1140,1,1,0,55.8,7,0,97.3
1141,0,0,1,93.8,4,0,79.8
1142,0,2,3,69.9,6,1,95.4
1143,1,0,0,77.6,6,1,105.3
1144,1,1,1,57.9,9,1,93.4
1145,1,6,1,147.8,3,2,37.7
1146,0,3,3,49.1,4,1,95.7
1155,0,4,0,112.2,3,1,38.4
1154,0,2,0,58.9,4,1,68.4
1153,0,2,1,92.2,5,0,64.3
1152,1,3,1,106.5,5,1,91.8
1151,2,2,0,60.8,4,0,125.3
1150,2,2,2,94.2,4,0,44.5
1149,0,4,1,116.0,6,3,86.7
1148,0,3,1,37.8,4,0,100.1
1147,2,2,1,57.2,7,1,54.6
1156,0,1,1,75.5,4,1,84.3
1157,0,0,2,48.5,6,0,82.9
1158,0,6,0,118.3,3,0,54.4
1159,1,2,1,43.7,7,1,142.7
1160,1,2,2,45.4,3,2,78.4
1161,0,3,0,92.1,5,1,116.8
1162,0,2,4,64.8,5,1,122.1
1163,0,4,0,126.2,4,3,51.5
1171,0,3,1,81.8,7,1,101.1
1170,0,4,1,87.0,6,0,81.7
1169,0,5,0,93.1,5,1,60.3
1165,1,1,0,71.8,4,0,115.3
1167,2,2,1,67.9,4,2,56.1
1166,0,4,1,125.6,3,1,84.5
1164,0,5,3,52.7,6,0,83.5
1168,0,2,1,36.6,6,1,63.1
1172,1,0,0,95.9,8,0,144.4
1173,1,6,1,127.9,7,1,110.2
1174,1,4,0,81.7,4,1,86.2
1175,0,2,1,68.2,2,1,73.1
1176,1,3,1,55.3,7,0,99.0
1177,0,2,0,101.2,5,1,77.9
1178,0,2,2,61.3,5,1,73.4
1185,0,3,1,104.1,4,1,62.8
1184,0,2,2,78.4,5,1,84.7
1183,2,4,3,110.6,7,0,133.2
1181,1,0,3,13.9,8,0,119.9
1180,0,3,0,87.2,6,2,118.4
1179,0,2,0,121.8,5,4,44.5
1182,0,0,1,68.7,9,0,113.7
1186,1,2,1,92.3,6,0,119.9
1187,1,3,0,107.6,6,2,117.8
1188,1,4,1,101.9,4,1,35.1
1189,0,0,0,85.1,6,0,104.9
1190,0,0,1,84.2,4,0,79.1
1191,0,3,1,81.8,6,0,103.0
1192,2,1,2,43.1,7,0,95.1
1193,1,3,2,63.7,7,0,149.2
0,1,3,0,148.6,6,2,70.0
2,0,1,1,56.3,4,0,92.0
1,0,3,0,116.1,4,2,86.8
8,0,1,0,71.0,1,1,28.4
7,0,1,0,95.0,4,2,85.7
3,1,4,0,96.8,4,1,72.9
5,0,1,1,86.4,2,1,62.7
4,0,1,1,114.3,5,0,78.9
6,1,3,1,53.1,6,1,113.1
9,1,2,1,41.7,9,0,118.5
11,1,0,0,69.7,4,0,86.5
10,1,0,0,87.3,2,4,70.3
12,0,2,1,78.8,6,0,90.5
13,0,4,0,104.7,7,0,143.0
14,0,1,2,99.6,5,0,94.2
15,0,2,0,75.9,4,2,76.4
16,0,0,2,79.6,4,0,83.9
17,2,0,2,76.3,6,0,88.6
18,1,0,2,39.9,5,0,97.3
19,1,2,3,64.3,7,0,104.8
20,0,5,0,139.6,5,2,99.9
21,1,3,0,83.0,6,0,113.8
22,0,4,0,78.5,4,0,63.7
23,0,3,1,82.2,4,0,60.2
24,0,4,1,98.9,4,0,110.6
25,2,3,0,114.2,8,0,136.6
27,0,3,0,97.6,5,1,89.9
28,0,1,5,68.6,7,0,116.0
26,0,2,0,48.2,4,1,80.9
29,1,2,3,90.7,7,0,108.0
30,1,1,1,117.6,3,2,87.9
31,2,3,0,145.8,8,3,98.0
32,1,1,1,39.3,9,2,123.0
41,2,3,0,82.7,3,0,74.2
40,0,0,0,50.1,6,0,120.0
39,0,1,0,77.6,7,0,80.2
36,0,0,3,59.5,5,0,126.3
37,0,2,0,90.6,6,0,146.2
38,0,1,0,80.0,7,0,142.1
35,0,3,2,100.1,5,3,92.9
34,0,2,2,58.2,7,0,126.0
33,0,1,0,131.4,4,0,35.4
42,0,2,2,110.3,7,0,104.3
43,0,3,1,128.1,2,0,37.2
44,1,0,0,124.1,6,0,102.6
45,1,0,2,52.9,6,0,150.7
46,0,2,0,141.7,4,1,94.5
47,2,0,2,67.5,6,1,127.9
48,0,2,2,104.5,1,1,71.1
56,0,3,0,98.7,6,2,93.8
55,1,1,0,28.5,11,1,125.0
54,0,3,0,81.3,2,1,76.9
52,0,1,0,52.1,6,1,82.2
51,0,4,0,79.3,3,2,64.6
49,1,5,0,146.0,2,2,52.0
53,1,1,0,130.8,6,2,104.6
50,0,3,0,106.7,4,2,61.8
57,0,2,1,91.2,5,1,113.0
58,0,0,1,91.1,4,0,105.9
59,0,0,1,54.3,6,0,83.5
60,0,1,3,79.3,5,0,94.9
61,1,1,0,67.7,9,1,107.5
62,1,2,1,116.7,6,0,104.9
63,1,1,0,94.1,3,0,86.7
71,0,0,2,101.1,6,0,82.2
70,0,1,0,141.8,5,1,103.2
69,2,2,0,85.5,4,0,50.2
64,0,0,0,101.3,3,2,85.5
67,1,0,3,90.2,7,0,128.3
65,0,3,0,63.6,5,0,77.1
68,0,6,0,79.5,4,1,83.7
66,0,2,0,48.2,4,0,37.8
73,0,1,0,98.6,4,1,82.1
72,0,2,0,63.3,3,1,48.9
74,1,1,1,122.9,6,3,105.2
75,0,2,0,130.2,5,1,119.8
76,0,4,0,92.7,3,1,80.0
77,1,3,1,110.7,6,3,48.5
84,0,2,0,38.1,6,0,103.4
83,0,1,3,42.1,6,1,78.7
82,2,2,1,62.3,9,1,77.9
79,0,0,2,65.8,6,0,102.3
78,0,2,3,76.7,4,1,86.4
80,2,5,0,118.3,7,1,48.8
81,1,3,0,80.7,4,3,84.9
85,0,1,3,94.4,7,1,139.4
86,1,0,0,86.2,4,1,83.2
87,1,3,2,100.2,3,1,67.5
88,0,2,0,97.4,5,2,88.6
89,0,2,0,95.9,3,2,71.1
90,1,2,1,82.3,9,1,99.2
91,0,1,0,127.3,5,1,101.2
92,1,0,1,54.9,4,0,101.8
93,2,2,0,112.3,7,0,96.5
99,1,1,1,78.4,4,2,42.1
98,2,3,1,120.9,1,3,74.2
94,0,1,2,39.6,7,0,75.8
96,1,2,0,108.4,6,0,108.6
95,0,1,1,88.2,8,0,67.7
97,0,2,1,84.4,4,0,39.9
100,0,4,1,128.0,3,2,76.1
101,2,0,2,74.3,4,1,105.1
102,0,1,2,63.2,7,3,123.4
103,1,1,1,121.1,2,1,65.5
104,0,1,3,99.7,6,0,121.2
105,0,1,1,110.7,7,0,126.3
106,0,1,2,47.2,8,0,104.5
107,0,3,0,88.1,4,1,68.1
110,0,1,0,66.4,2,1,49.2
111,0,0,0,46.9,7,1,84.2
112,2,3,0,113.3,5,1,119.3
113,0,3,1,76.0,6,1,95.4
114,0,2,1,46.9,5,0,111.2
108,0,2,1,86.8,5,0,108.8
109,2,0,2,71.2,7,1,101.6
115,0,2,1,106.9,8,0,123.2
116,1,3,1,82.2,5,1,83.6
117,1,1,0,87.7,6,2,91.3
118,2,3,1,43.5,8,0,62.2
119,3,2,1,108.9,7,0,106.3
120,0,0,3,95.6,5,2,71.0
126,1,0,0,122.6,3,1,66.4
125,0,1,0,79.9,6,1,91.9
